課程名稱,上課地點,開放報名,開課日期,性質,職業分類
AutoCAD電腦輔助製圖訓練班第02期,桃園市中壢區中央東路19號2樓,2021/10/14,2021/12/19,在職,科技與資訊技術
資料處理暨報表分析人員培訓班 第01期,桃園市,2021/10/14,2021/12/20,職前,行政與管理
商務英語寫作與口說訓練班第01期,桃園市桃園區復興路98號12樓,2021/10/13,2021/12/25,在職,行政與管理
藝術美甲沙龍進階凝膠應用設計實務班第02期,桃園市桃園區中華路29號4樓,2021/10/13,2021/11/27,在職,科技與資訊技術
桌遊課程引導班第01期,桃園市蘆竹區南崁路265號6樓之6,2021/10/13,2021/12/18,在職,行政與管理
觀光英文實用會話班第01期,桃園市桃園區自強路133之3號,2021/10/08,2021/12/13,在職,行政與管理
照護芳療保健應用實務班第02期,桃園市桃園區中華路29號4樓,2021/10/08,2021/12/06,在職,行政與管理
視覺化行銷實戰班第02期,桃園市中壢區遠東路135號,2021/10/07,2021/12/05,在職,科技與資訊技術
大數據資料分析及AI實戰班,桃園市中壢區健行路229號,2021/10/01,2022/04/15,青年,科技與資訊技術
國貿報關人才培訓班,桃園市中壢區健行路229號,2021/10/01,2022/04/22,青年,行政與管理
行銷企劃與設計人才培訓班,桃園市桃園區復興路98號7樓之1,2021/10/01,2021/11/22,青年,行政與管理
前端工程師專業技術養成班(第二梯次),桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢職訓中心),2021/10/01,2021/11/22,青年,建築與工程
Java雲端服務開發技術養成班(第二梯次),桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢職訓中心),2021/10/01,2021/10/27,青年,科技與資訊技術
AI 智慧應用開發實戰養成班(第二梯次),桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢職訓中心),2021/10/01,2021/11/16,青年,科技與資訊技術
西餐烹調專業班(中壢) 第01期,桃園市,2021/10/01,2022/01/20,職前,餐飲業
國際貿易與採購ERP實務(桃園) 第01期,桃園市,2021/10/01,2022/01/04,職前,行政與管理
電工配線與可程式控制PLC基礎(桃園) 第01期,桃園市,2021/10/01,2022/01/03,職前,建築與工程
跨平台網頁程式設計與智能聯網(幼獅) 第01期,桃園市,2021/10/01,2022/03/15,職前,科技與資訊技術
商貿與科技物流實務(桃園) 第01期,桃園市,2021/10/01,2022/03/16,職前,行政與管理
室內裝潢木工實務(桃園) 第01期,桃園市,2021/10/01,2022/02/16,職前,行政與管理
時尚飲料輕食專業(桃園) 第01期,桃園市,2021/10/01,2022/02/24,職前,餐飲業
漆藝塗裝實務（桃園） 第01期,桃園市,2021/10/01,2022/02/16,職前,行政與管理
基礎木工與室內裝修工程實務(桃園) 第01期,桃園市,2021/10/01,2022/02/09,職前,行政與管理
電腦立體繪圖輔助產品設計(幼獅) 第01期,桃園市,2021/10/01,2022/02/10,職前,科技與資訊技術
服飾創意實務(桃園) 第01期,桃園市,2021/10/01,2022/01/24,職前,藝術與設計
人氣民宿經營管理(桃園) 第01期,桃園市,2021/10/01,2022/02/10,職前,行政與管理
倉管與堆高機操作(桃園) 第01期,桃園市,2021/10/01,2022/01/27,職前,行政與管理
能源冷凍空調節能(桃園) 第01期,桃園市,2021/10/01,2022/01/13,職前,行政與管理
烘焙西點培訓(桃園) 第01期,桃園市,2021/10/01,2022/01/12,職前,餐飲業
室內設計實務（桃園） 第01期,桃園市,2021/10/01,2022/01/05,職前,藝術與設計
空調機電實務(桃園) 第01期,桃園市,2021/10/01,2022/01/12,職前,行政與管理
電腦輔助機械繪圖(AutoCAD) (北桃園) 第01期,桃園市,2021/10/01,2022/01/18,職前,建築與工程
冷氣空調實務(桃園) 第01期,桃園市,2021/10/01,2022/02/09,職前,行政與管理
草本精油芳療師及保養品清潔用品調製班第01期,桃園市桃園區永樂街5號,2021/09/30,2021/12/04,在職,藝術與設計
人工智慧暨網站系統應用專業人才設計培訓班第二期,桃園市中壢區萬能路1號,2021/09/27,2021/10/06,青年,科技與資訊技術
創意數位攝影技巧暨影像編修班第01期,桃園市桃園區復興路180號4樓,2021/09/26,2021/11/25,在職,藝術與設計
企業精實管理改善實務班第01期,桃園市桃園區民權路6號8樓之10,2021/09/23,2021/12/04,在職,行政與管理
Raspberry Pi 物聯網IoT和新農業科技設計實務班第01期,桃園市中壢區健行路229號,2021/09/23,2022/03/19,在職,科技與資訊技術
Java程式與系統設計(幼獅) 第03期,桃園市,2021/09/22,2022/03/03,職前,科技與資訊技術
跨境行銷與國際貿易實務班,桃園市中壢區中山東路三段414號 南亞技術學院,2021/09/20,2021/11/30,青年,行政與管理
營建工程實務(桃園) 第04期,桃園市,2021/09/19,2021/10/29,職前,行政與管理
數位影音創作實務班第01期,桃園市中壢區中央東路19號2樓,2021/09/18,2021/12/20,在職,科技與資訊技術
新制多益英文聽力閱讀訓練班第03期,桃園市桃園區復興路98號12樓,2021/09/18,2021/12/12,在職,行政與管理
新南向國際貿易經營管理培訓班第01期,桃園市中壢區中北路200號,2021/09/18,2021/11/29,在職,行政與管理
室內裝修材料運用管理班第01期,桃園市桃園區自強路133之3號,2021/09/17,2021/12/22,在職,行政與管理
Allegro高速印刷電路板佈局設計進階班第01期,桃園市中壢區健行路229號,2021/09/17,2021/12/05,在職,科技與資訊技術
Python程式與AI文字識別應用班第01期,桃園市中壢區中北路200號,2021/09/16,2021/12/11,在職,科技與資訊技術
電商行銷設計師培訓班,桃園市中壢區中央東路55號,2021/09/15,2022/03/14,青年,科技與資訊技術
電子商務國際行銷班 第2梯,桃園市中壢區中山東路三段414號 南亞技術學院,2021/09/15,2021/12/07,青年,行政與管理
電子商務國際行銷班 第3梯,桃園市中壢區中山東路三段414號 南亞技術學院,2021/09/15,2022/02/24,青年,行政與管理
電子商務數位轉型人才養成班 第3梯,桃園市中壢區中山東路三段414號 南亞技術學院,2021/09/15,2021/12/02,青年,行政與管理
電子商務數位轉型人才養成班 第4梯,桃園市中壢區中山東路三段414號 南亞技術學院,2021/09/15,2022/02/22,青年,行政與管理
商業會計事務班 第01期,桃園市,2021/09/08,2021/10/29,職前,行政與管理
創意商業設計師培訓班 第01期,桃園市,2021/09/07,2021/10/28,職前,建築與工程
ERP採購財務管理人才養成班 第01期,桃園市,2021/09/06,2021/10/29,職前,行政與管理
吊升荷重在三公噸以上之固定式起重機(架空型-地面操作)人員訓練班第09期,桃園市中壢區中央西路２段30號14樓第一教室,2021/09/04,2021/12/16,在職,行政與管理
3ds max 室內建模與V-Ray渲染藝術班第01期,桃園市中壢區復興路46號12F,2021/09/03,2021/11/28,在職,科技與資訊技術
美妍美甲美睫培訓班(原住民專班) 第01期,桃園市,2021/09/03,2021/10/28,職前,建築與工程
藝術靚甲俏睫與美妍師養成班(原住民專班) 第01期,桃園市,2021/09/01,2021/10/27,職前,建築與工程
平車拷克就業技能培訓班(原住民專班) 第01期,桃園市,2021/09/01,2021/10/25,職前,行政與管理
建築室內設計實作班,桃園市中壢區健行路229號,2021/09/01,2022/05/13,青年,藝術與設計
網頁前端工程師實戰班第二梯次,桃園市中壢區健行路229號,2021/09/01,2022/03/25,青年,科技與資訊技術
網頁前端工程師實戰班第三梯次,桃園市中壢區健行路229號,2021/09/01,2022/06/30,青年,科技與資訊技術
泰語會話進階訓練班第01期,桃園市桃園區縣府路110號9樓,2021/08/28,2021/12/21,在職,科技與資訊技術
網路服務人員培訓班 第01期,桃園市,2021/08/28,2021/10/27,職前,行政與管理
美妍美甲美睫培訓班(新住民專班) 第01期,桃園市,2021/08/27,2021/10/29,職前,建築與工程
Mastercam2D銑床程式設計實務班第01期,桃園市中壢區健行路,2021/08/26,2021/11/28,在職,科技與資訊技術
托育人員訓練班第11002期(非全日制)-職前班 第02期,桃園市,2021/08/26,2021/09/25,職前,行政與管理
3D列印設計與成品製造班第01期,桃園市中壢區中央東路19號2樓,2021/08/25,2021/12/04,在職,科技與資訊技術
人工智慧暨網站系統應用專業人才設計培訓班,桃園市中壢區萬能路1號,2021/08/20,2021/09/12,青年,建築與工程
營建工程實務(桃園) 第03期,桃園市,2021/08/18,2021/09/30,職前,行政與管理
西餐烹調專業班(中壢) 第01期,桃園市,2021/08/18,2021/10/20,職前,餐飲業
Java雲端服務開發技術養成班,桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢中心),2021/08/15,2021/09/06,青年,科技與資訊技術
前端工程師專業技術養成班,桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢中心),2021/08/15,2021/09/07,青年,建築與工程
AI 智慧應用開發實戰養成班,桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢中心),2021/08/15,2021/09/07,青年,科技與資訊技術
資安與雲端架構工程師養成班,桃園市中壢區復興路46號8~9樓(緯育TibaMe中壢中心),2021/08/15,2021/09/14,青年,建築與工程
電子商務國際行銷班,桃園市中壢區中山東路三段414號 南亞技術學院,2021/08/15,2021/09/30,青年,行政與管理
電子商務數位轉型人才養成班 第2梯,桃園市中壢區中山東路三段414號 南亞技術學院,2021/08/15,2021/09/14,青年,行政與管理
東南亞國際貿易創新實務班第01期,桃園市中壢區中山路88號6樓(大教室),2021/08/04,2022/03/19,在職,行政與管理
前端工程師就業養成班(MFEE),桃園市中壢區新生路二段 421 號(聖德基督學院內),2021/08/03,2021/10/13,青年,建築與工程
Python程式開發技術應用班第三梯次,桃園市中壢區健行路229號,2021/08/01,2022/06/30,青年,科技與資訊技術
托育人員專業訓練課程 第02期,桃園市,2021/08/01,2021/09/03,職前,行政與管理
AI應用與晶片設計實作班-第二梯,桃園市龜山區文化一路259號 長庚大學電機系,2021/07/28,2021/08/17,青年,科技與資訊技術
智慧應用微軟C#工程師就業養成班-第三梯次,桃園市中壢區中大路300號(中央大學工程二館內),2021/07/27,2021/11/30,青年,建築與工程
跨域Java軟體工程師就業養成班-第五梯次,桃園市中壢區中大路300號(中央大學工程二館內),2021/07/27,2021/12/15,青年,建築與工程
無人飛行載具產業專業人才培訓班第三期,桃園市中壢區萬能路1號,2021/07/27,2021/08/02,青年,行政與管理
照顧服務員訓練A班(中壢區) 第03期,桃園市,2021/07/22,2021/10/20,職前,行政與管理
新南向國際貿易實務解析班第01期,桃園市中壢區中北路200號,2021/07/21,2022/03/19,在職,行政與管理
多媒體影音創作與職場技能培訓班 第01期,桃園市,2021/07/19,2021/10/22,職前,行政與管理
電腦製圖設計與3D建模實務班 第01期,桃園市,2021/07/19,2021/09/24,職前,科技與資訊技術
電商形象網站設計與數位行銷班 第01期,桃園市,2021/07/19,2021/09/22,職前,科技與資訊技術
ERP系統資訊應用人才養成班 第01期,桃園市,2021/07/19,2021/09/14,職前,建築與工程
營建工程實務(桃園) 第02期,桃園市,2021/07/17,2021/08/31,職前,行政與管理
樂活手工藝社群行銷班(高齡者專班) 第01期,桃園市,2021/07/16,2021/10/28,職前,行政與管理
照顧服務員專班第02期 第02期,桃園市,2021/07/16,2021/09/08,職前,行政與管理
C#程式與VR虛擬實境應用班第01期,桃園市中壢區中北路200號,2021/07/15,2021/11/27,在職,科技與資訊技術
SolidWorks智慧機械進階實務班第01期,桃園市中壢區中北路200號,2021/07/14,2021/11/28,在職,科技與資訊技術
托育人員專業訓練班 第01期,桃園市,2021/07/14,2021/10/01,職前,行政與管理
無人飛行載具產業專業人才培訓班第二期,桃園市中壢區萬能路1號,2021/07/14,2021/07/20,青年,行政與管理
平面設計實務養成班 第01期,桃園市,2021/07/13,2021/10/29,職前,藝術與設計
數位繪圖與設計實務班 第01期,桃園市,2021/07/13,2021/10/08,職前,藝術與設計
時尚美甲美睫SPA應用班 第01期,桃園市,2021/07/13,2021/08/19,職前,藝術與設計
職人手作工藝品數位行銷班(高齡者專班) 第01期,桃園市,2021/07/12,2021/11/15,職前,藝術與設計
倉管與堆高機操作(桃園) 第05期,桃園市,2021/07/09,2021/09/27,職前,行政與管理
電腦資料處理應用班 第01期,桃園市,2021/07/08,2021/09/23,職前,科技與資訊技術
電腦CAM修圖資料處理應用人員班 第01期,桃園市,2021/07/08,2021/10/29,職前,科技與資訊技術
行政職人暨WordPress平台架設實務班 第01期,桃園市,2021/07/05,2021/08/20,職前,行政與管理
工業配線與工業控制整合應用(桃園) 第02期,桃園市,2021/07/05,2021/11/02,職前,行政與管理
110年照顧服務員專班[02) 第02期,桃園市,2021/07/01,2021/10/05,職前,行政與管理
桃園市照顧服務員專班(照服桃園1102期) 第02期,桃園市,2021/07/01,2021/10/20,職前,行政與管理
素食烹飪人才培訓班(高齡者專班) 第01期,桃園市,2021/07/01,2021/10/14,職前,行政與管理
CAM電腦修圖助理人員培訓班 第01期,桃園市,2021/07/01,2021/08/24,職前,建築與工程
重機械機具操作班 第01期,桃園市,2021/07/01,2021/08/27,職前,行政與管理
可程式控制PLC工程師(桃園) 第02期,桃園市,2021/07/01,2021/11/08,職前,建築與工程
室內設計AutoCAD電腦繪圖(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,藝術與設計
建築物室內裝修工程管理(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,行政與管理
傳統整復推拿(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,科技與資訊技術
CNC車床實務(週二四夜)第03期,桃園市,2021/07/01,2021/09/14,在職,科技與資訊技術
室內配線(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,行政與管理
自來水管配管(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,行政與管理
特定瓦斯器具裝修(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,藝術與設計
冷凍空調實務(週一三夜)第03期,桃園市,2021/07/01,2021/09/13,在職,行政與管理
工業配線基礎(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,行政與管理
半自動(CO2)銲接實務(週二四夜)第03期,桃園市,2021/07/01,2021/09/07,在職,科技與資訊技術
ERP軟體應用師證照(WORKFLOW ERP GP版)(週二四夜)第03期,桃園市,2021/07/01,2021/09/07,在職,科技與資訊技術
物聯網應用(週二四夜)第03期,桃園市,2021/07/01,2021/09/07,在職,科技與資訊技術
服裝電腦打版(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,科技與資訊技術
堆高機操作(週六日)第03期,桃園市,2021/07/01,2021/09/25,在職,行政與管理
新式挽臉美容美甲實務班(桃園市) 第01期,桃園市,2021/06/29,2022/10/28,職前,行政與管理
3D美睫造型美甲美膚班(桃園市) 第01期,桃園市,2021/06/29,2022/09/19,職前,科技與資訊技術
影視特效製作與實務班,桃園市龜山區萬壽路一段300號(龍華科技大學文創系),2021/06/25,2021/07/30,青年,行政與管理
髮妝美甲整體造型美學班 第01期,桃園市,2021/06/23,2021/08/25,職前,藝術與設計
人氣YOUTUBER實戰養成班 第01期,桃園市,2021/06/22,2021/09/06,職前,藝術與設計
西點烘焙培訓班(桃園) 第01期,桃園市,2021/06/21,2021/10/07,職前,餐飲業
電腦數值控制機械製造(幼獅) 第02期,桃園市,2021/06/17,2021/10/26,職前,藝術與設計
營建工程實務(桃園) 第01期,桃園市,2021/06/16,2021/07/30,職前,行政與管理
電工配線與可程式控制PLC基礎(桃園) 第03期,桃園市,2021/06/15,2021/10/12,職前,建築與工程
中式料理實務班 第01期,桃園市,2021/06/10,2021/08/30,職前,金融與會計
時尚飲料輕食專業(桃園) 第04期,桃園市,2021/06/08,2021/11/25,職前,餐飲業
商用印尼語會話班第01期,桃園市中壢區中北路200號,2021/06/03,2022/01/08,在職,科技與資訊技術
110照顧服務員訓練班-第2期 第2期,桃園市,2021/06/01,2021/09/22,職前,行政與管理
AI實務應用與晶片設計工程師班,桃園市龜山區文化一路259號長庚大學(電機系實驗室),2021/06/01,2021/07/05,青年,科技與資訊技術
美顏美體SPA就業培訓班(美容)(產訓合作) 第01期,桃園市,2021/06/01,2021/09/15,職前,建築與工程
電腦平面繪圖美編(青年專班)(北桃園)第02期,(330)桃園市桃園區南華街92號,2021/06/01,2021/10/14,青年,建築與工程
桃園市托育人員職前訓練 第02期,桃園市,2021/06/01,2021/10/20,職前,行政與管理
工業機器人工程師(桃園) 第01期,桃園市,2021/06/01,2021/10/05,職前,建築與工程
無人機產業菁英培訓班(大溪),桃園市大溪區普濟路33-3號後方（大溪木藝生態博物館多功能教室）,2021/05/27,2021/07/15,青年,行政與管理
室內設計繪圖擬真技法實務班 第01期,桃園市,2021/05/25,2021/09/07,職前,藝術與設計
110度照顧服務員訓練 第01期,桃園市,2021/05/25,2021/08/09,職前,行政與管理
5+2資料科學視覺化與AI大數據分析職能培訓班,桃園市龜山區萬壽路一段300號,2021/05/24,2021/06/28,青年,科技與資訊技術
商用越南語會話班第01期,桃園市中壢區中北路200號,2021/05/20,2021/12/05,在職,科技與資訊技術
服裝袋包設計製作培訓班(新住民專班) 第01期,桃園市,2021/05/20,2021/10/19,職前,建築與工程
縫紉技能多元應用培訓班(原住民專班) 第01期,桃園市,2021/05/20,2021/08/23,職前,建築與工程
創藝時尚剪燙染實務班(新住民專班) 第01期,桃園市,2021/05/20,2021/10/07,職前,藝術與設計
指尖藝術美睫應用班(新住民專班) 第01期,桃園市,2021/05/20,2021/07/15,職前,建築與工程
美容從業人員培訓班(原住民專班) 第01期,桃園市,2021/05/19,2021/07/12,職前,行政與管理
AI應用與晶片設計實作班,桃園市龜山區文化一路259號 長庚大學電機系,2021/05/17,2021/06/07,青年,科技與資訊技術
電腦CAM修圖應用班 第01期,桃園市,2021/05/17,2021/06/10,職前,科技與資訊技術
電腦輔助精密機械(幼獅) 第02期,桃園市,2021/05/15,2021/10/01,職前,建築與工程
商務軟體影音應用班 第01期,桃園市,2021/05/13,2021/07/26,職前,行政與管理
優質內衣車縫師就業班(產訓合作) 第01期,桃園市,2021/05/11,2021/09/29,職前,行政與管理
複合式餐飲烘焙創業班-第2期(青年融合式班-桃園市) 第02期,桃園市,2021/05/07,2021/10/28,職前,餐飲業
全方位美甲美睫培訓班(原住民專班) 第02期,桃園市,2021/05/06,2021/08/26,職前,建築與工程
全方位美甲美睫培訓班(原住民專班) 第01期,桃園市,2021/05/06,2021/06/28,職前,建築與工程
商用網頁視覺設計班 第01期,桃園市,2021/05/05,2021/07/13,職前,科技與資訊技術
110年照顧服務員專班第二班 第02期,桃園市,2021/05/03,2021/10/18,職前,行政與管理
110年照顧服務員專班訓練(在職假日班)第二梯次 第02期,桃園市,2021/05/03,2021/08/29,職前,行政與管理
無人飛行載具產業專業人才培訓班,桃園市中壢區萬能路1號,2021/05/03,2021/06/10,青年,行政與管理
智慧餐旅與數位行銷實務班,桃園市龜山區萬壽路一段300號,2021/05/01,2021/06/30,青年,行政與管理
無人機產業菁英培訓班(龍潭),桃園市龍潭區中原路一段50號(方曙商工),2021/05/01,2021/06/30,青年,行政與管理
網路直播行銷人才養成實務班(第三期),桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/05/01,2021/10/18,青年,行政與管理
行銷達人數位媒體空拍應用培訓班（桃園）,桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/05/01,2021/08/02,青年,餐飲業
行銷達人數位媒體空拍應用培訓班（桃園2）,桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/05/01,2021/08/09,青年,餐飲業
專業智慧物流與零售管理養成班(第一期),桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/05/01,2021/10/25,青年,行政與管理
專業智慧物流與零售管理養成班(第二期),桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/05/01,2021/11/01,青年,行政與管理
汽車美容實務就業專班(產訓合作) 第01期,桃園市,2021/05/01,2021/08/11,職前,行政與管理
人氣民宿經營管理(桃園) 第02期,桃園市,2021/05/01,2021/09/14,職前,行政與管理
複合式餐飲烘焙創業班(青年融合式班-桃園市) 第01期,桃園市,2021/04/29,2021/08/04,職前,餐飲業
商貿與科技物流實務(桃園) 第02期,桃園市,2021/04/28,2021/09/03,職前,行政與管理
110年照顧服務員專班(01) 第01期,桃園市,2021/04/26,2021/09/09,職前,行政與管理
網路直播行銷人才養成實務班(第二期),桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/04/26,2021/07/14,青年,行政與管理
無人機產業菁英培訓班(桃園),桃園市大溪區普濟路33-3號後方（大溪木藝生態博物館多功能教室）,2021/04/24,2021/09/30,青年,行政與管理
倉管與堆高機操作(桃園) 第04期,桃園市,2021/04/24,2021/08/09,職前,行政與管理
國際影視創作及中英雙語傳播行銷人才培訓班,桃園市龜山區萬壽路一段300號,2021/04/23,2021/06/29,青年,行政與管理
機械電腦輔助繪圖與實作班 第02期,桃園市,2021/04/23,2021/08/30,職前,科技與資訊技術
品牌經營實務人員培訓班(青年融合式班) 第01期,桃園市,2021/04/23,2021/08/09,職前,行政與管理
絢麗美甲暨平面設計實務班 第01期,桃園市,2021/04/23,2021/07/08,職前,藝術與設計
網路直播行銷人才養成實務班,桃園市中壢區中山路141號9樓(赫達電腦有限公司),2021/04/23,2021/06/28,青年,行政與管理
植萃精油芳療師班 第01期,桃園市,2021/04/21,2021/08/03,職前,行政與管理
亮顏美膚翹睫及造型班 第01期,桃園市,2021/04/21,2021/09/02,職前,科技與資訊技術
智慧製造應用與機器深度學習培訓班,桃園市龜山區萬壽路一段300號,2021/04/21,2021/06/29,青年,科技與資訊技術
全方位美甲美睫培訓班 第01期,桃園市,2021/04/20,2021/06/23,職前,科技與資訊技術
長庚科技大學照顧服務員培訓專班 第01期,桃園市,2021/04/19,2021/07/05,職前,行政與管理
多元時尚染燙剪實務班 第01期,桃園市,2021/04/19,2021/07/05,職前,藝術與設計
國際商務與英文實戰養成班,桃園市桃園區民權路6號4樓之1,2021/04/19,2021/06/30,青年,行政與管理
5G電路板製程工程師培訓班,桃園市龜山區萬壽路一段300號,2021/04/19,2021/06/29,青年,建築與工程
文創設計3D造型市場應用班,桃園市龜山區萬壽路一段300號(文創系專業電腦教室，3D列印教室),2021/04/19,2021/06/14,青年,藝術與設計
基礎木工與室內裝修工程實務(桃園) 第02期,桃園市,2021/04/19,2021/08/04,職前,行政與管理
智能居家工程技術專班(產訓合作)(輔導冷凍空調丙級技術士證照) 第01期,桃園市,2021/04/17,2021/09/24,職前,行政與管理
亮妍SPA美甲培訓班 第01期,桃園市,2021/04/16,2021/06/30,職前,科技與資訊技術
靚顏美甲美睫培訓班 第01期,桃園市,2021/04/16,2021/06/24,職前,科技與資訊技術
Maya角色動畫特訓班,桃園市龜山區萬壽路一段300號,2021/04/15,2021/06/29,青年,科技與資訊技術
電子元件產線技術員就業班(產訓合作)(華新科技) 第01期,桃園市,2021/04/15,2021/10/08,職前,建築與工程
會計稅務人才培訓班 第01期,桃園市,2021/04/14,2021/06/29,職前,行政與管理
美容從業人員培訓班 第01期,桃園市,2021/04/14,2021/08/18,職前,行政與管理
網頁前端工程師實戰班 第01期,桃園市,2021/04/13,2021/06/18,職前,科技與資訊技術
凝膠美甲美容舒壓班(桃園市) 第01期,桃園市,2021/04/13,2021/08/13,職前,藝術與設計
JavaWeb與MySQL產學就業實戰班,桃園市中壢區遠東路135號,2021/04/13,2021/06/28,青年,科技與資訊技術
凝膠美甲美睫美容班(桃園市) 第01期,桃園市,2021/04/09,2021/06/29,職前,藝術與設計
BIM建築製圖與MEP管路應用班 第01期,桃園市,2021/04/08,2021/07/13,職前,藝術與設計
110年照顧服務員職前訓練乙班(線上班) 第02期,桃園市,2021/04/06,2021/09/22,職前,行政與管理
110年旭登照顧服務員訓練班002 第02期,桃園市,2021/04/01,2021/09/01,職前,行政與管理
機車修護實務班 第01期,桃園市,2021/04/01,2021/06/30,職前,行政與管理
電子商務數位轉型人才養成班,桃園市中壢區中山東路三段414號 南亞技術學院,2021/04/01,2021/06/28,青年,行政與管理
創意快速剪髮就業專班(美髮)(產訓合作) 第02期,桃園市,2021/04/01,2021/09/13,職前,行政與管理
ERP企業與財務管理實務班 第01期,桃園市,2021/03/19,2021/07/13,職前,行政與管理
商業影音行銷暨文書編輯應用班 第01期,桃園市,2021/03/19,2021/07/12,職前,行政與管理
時尚飲料輕食專業(桃園) 第03期,桃園市,2021/03/16,2021/06/29,職前,餐飲業
多媒體特效後製(桃園) 第02期,桃園市,2021/03/09,2021/07/22,職前,藝術與設計
Big Data 巨量資料分析就業養成班-第二梯次,桃園市中壢區中大路300號(中央大學工程二館內),2021/03/08,2021/06/10,青年,科技與資訊技術
前端工程師就業養成班-第三梯次,桃園市中壢區中大路300號(中央大學工程二館內),2021/03/08,2021/06/30,青年,建築與工程
跨域Java軟體工程師就業養成班-第三梯次,桃園市中壢區中大路300號(中央大學工程二館內),2021/03/08,2021/06/29,青年,建築與工程
電腦平面繪圖美編(青年專班)(北桃園)第01期,(330)桃園市桃園區南華街92號,2021/03/08,2021/07/22,青年,建築與工程
一般手工電銲6G實務專班(幼獅) 第02期,桃園市,2021/03/05,2021/07/12,職前,建築與工程
能源冷凍空調節能(桃園) 第02期,桃園市,2021/03/05,2021/07/22,職前,行政與管理
智慧型機器人與圖控整合應用(桃園) 第02期,桃園市,2021/03/03,2021/07/20,職前,科技與資訊技術
電腦立體繪圖輔助產品設計(幼獅) 第2期,桃園市,2021/03/02,2021/07/08,職前,藝術與設計
室內裝潢木工實務(桃園) 第02期,桃園市,2021/03/01,2021/07/23,職前,行政與管理
室內設計實務（桃園） 第02期,桃園市,2021/03/01,2021/07/23,職前,藝術與設計
服裝樣版設計(桃園) 第02期,桃園市,2021/03/01,2021/07/22,職前,藝術與設計
服飾創意實務(桃園) 第02期,桃園市,2021/03/01,2021/07/22,職前,藝術與設計
產業機電控制(桃園) 第01期,桃園市,2021/03/01,2021/08/13,職前,行政與管理
國際行銷企劃人才培訓班,桃園市平鎮區福龍路一段100號,2021/03/01,2021/06/30,青年,行政與管理
桃園市托育人員職前訓練 第01期,桃園市,2021/02/25,2021/08/04,職前,行政與管理
倉管與堆高機操作(桃園) 第03期,桃園市,2021/02/25,2021/05/24,職前,行政與管理
照顧服務員訓練D班(桃園區) 第04期,桃園市,2021/02/19,2021/09/28,職前,行政與管理
照顧服務員訓練C班(桃園區) 第03期,桃園市,2021/02/19,2021/10/25,職前,行政與管理
照顧服務員訓練B班(桃園區) 第02期,桃園市,2021/02/19,2021/10/07,職前,行政與管理
照顧服務員專班-職前班第1期 第01期,桃園市,2021/02/19,2021/10/22,職前,行政與管理
照顧服務員訓練D班(中壢區) 第02期,桃園市,2021/02/19,2021/10/28,職前,行政與管理
照顧服務員訓練B班(中壢區) 第01期,桃園市,2021/02/19,2021/11/03,職前,行政與管理
一般手工電銲實務(週二五夜)第02期,桃園市,2021/02/18,2021/08/31,在職,藝術與設計
創意商品設計(桃園) 第02期,桃園市,2021/02/18,2021/07/22,職前,藝術與設計
視覺傳達設計(桃園) 第02期,桃園市,2021/02/18,2021/07/22,職前,藝術與設計
電工配線與可程式控制PLC基礎(桃園) 第02期,桃園市,2021/02/05,2021/06/02,職前,建築與工程
智慧應用微軟C#工程師就業養成班,桃園市中壢區中大路300號(中央大學工程二館內),2021/02/03,2021/06/01,青年,建築與工程
室內設計繪圖實務班 第01期,桃園市,2021/02/01,2021/06/23,職前,藝術與設計
中餐料理實務班 第01期,桃園市,2021/02/01,2021/07/21,職前,行政與管理
大數據分析人才菁英班,桃園市蘆竹區開南路1號,2021/02/01,2021/06/28,青年,科技與資訊技術
人工智慧人才菁英班(成功),桃園市龜山區新興里明德路162巷100號,2021/02/01,2021/06/28,青年,建築與工程
國際企業經營管理菁英班-日語經貿特訓組,桃園市蘆竹區開南路1號,2021/02/01,2021/06/28,青年,行政與管理
半導體封裝測試產業生產管理及設備維護人才菁英班（光啟）,桃園市龜山區自由街40號,2021/02/01,2021/07/09,青年,建築與工程
人工智慧人才菁英班（開南）,桃園市蘆竹區開南路1號,2021/02/01,2021/06/28,青年,科技與資訊技術
數位商務人才菁英班,桃園市蘆竹區開南路1號,2021/02/01,2021/06/28,青年,行政與管理
